mechanism,XH2_fuel,P_atm,T_K,X_NH3,X_H2O,X_NO,X_N2O
Full,0.0,1.0,1150.0,1.649582217008299e-07,0.2731112764329089,0.004557604370842519,2.1002775464626667e-07
Full,0.0,1.0,1160.0,1.612153515738077e-07,0.2725334793678099,0.004602822661381691,2.1229583727490034e-07
Full,0.0,1.0,1170.0,1.576450706021531e-07,0.27195194943528117,0.004648855654777265,2.1459828901623248e-07
Full,0.0,1.0,1180.0,1.5423904809778895e-07,0.2713667492716297,0.004695675168458719,2.1693346777961122e-07
Full,0.0,1.0,1190.0,1.5098941189841535e-07,0.27077794130776006,0.004743253615395391,2.1929982419212767e-07
Full,0.0,1.0,1200.0,1.4788871998624537e-07,0.2701855877519116,0.004791564030107388,2.2169589452996563e-07
Full,0.0,1.0,1210.0,1.449299340217159e-07,0.26958975057362705,0.004840580088218743,2.2412029424138703e-07
Full,0.0,1.0,1220.0,1.4210639465581207e-07,0.26899049148881693,0.004890276120307412,2.2657171201313898e-07
Full,0.0,1.0,1230.0,1.3941179849449343e-07,0.2683878719457798,0.004940627120746806,2.2904890433547364e-07
Full,0.0,1.0,1240.0,1.3684017659786354e-07,0.2677819531120858,0.004991608752175585,2.3155069052419684e-07
Full,0.0,1.0,1250.0,1.34385874405122e-07,0.26717279586220444,0.005043197346176359,2.340759481611881e-07
Full,0.0,1.0,1260.0,1.3204353298442652e-07,0.2665604607658298,0.005095369900688131,2.366236089177936e-07
Full,0.0,1.0,1270.0,1.298080715140459e-07,0.26594500807680005,0.005148104074628652,2.3919265472834013e-07
Full,0.0,1.0,1280.0,1.2767467090803433e-07,0.26532649772257416,0.005201378180153892,2.41782114283563e-07
Full,0.0,1.0,1290.0,1.2563875850609255e-07,0.2647049892942121,0.005255171172935194,2.443910598162171e-07
Full,0.0,1.0,1300.0,1.2369599375308482e-07,0.2640805420368095,0.005309462640796258,2.470186041534662e-07
Full,0.05,1.0,800.0,0.2103753002503369,0.0005682480361743361,1.5477666334151814e-05,4.8333430256003934e-05
Full,0.05,1.0,810.0,0.21024010497341197,0.00084573346186411,2.2539695395303466e-05,7.020562355726496e-05
Full,0.05,1.0,820.0,0.21006413366613427,0.0012025590177951206,2.9932604870666393e-05,9.729503055550533e-05
Full,0.05,1.0,830.0,0.2098303847914781,0.0016724004025841037,3.7781537259584006e-05,0.00013185063619270475
Full,0.05,1.0,840.0,0.20951373815039662,0.002304521637971364,4.6185405579839874e-05,0.00017698475002432277
Full,0.05,1.0,850.0,0.20907069485588753,0.003183759968593127,5.5294427950087086e-05,0.00023792264981771434
Full,0.05,1.0,860.0,0.20841160837562409,0.004483983194126358,6.540519133139212e-05,0.0003251663191931401
Full,0.05,1.0,870.0,0.20728830853089902,0.006683071741870965,7.726787976215248e-05,0.000466852154395029
Full,0.05,1.0,880.0,0.1916598219964363,0.03665909507237696,5.675145116984288e-05,0.0009283415810941175
Full,0.05,1.0,890.0,0.19120438573681758,0.03792687331906188,4.594164684904256e-05,0.0006407363272205797
Full,0.05,1.0,900.0,3.226839978272615e-07,0.2864295924915144,0.0037831549691494525,1.71767492799429e-07
Full,0.05,1.0,910.0,3.1093595832357797e-07,0.2859574924220323,0.0038011697128521277,1.7239046057479634e-07
Full,0.05,1.0,920.0,3.0027423053743125e-07,0.28547996262814973,0.0038217711461867735,1.7320539605458802e-07
Full,0.05,1.0,930.0,2.8991639771050913e-07,0.2849973879354739,0.0038431520428507653,1.7410428097653814e-07
Full,0.05,1.0,940.0,2.800813657263036e-07,0.28450972489821835,0.00386590363050314,1.7511329952691843e-07
Full,0.05,1.0,950.0,2.7074012909352307e-07,0.2840170400666823,0.003890012877036182,1.7622571055065145e-07
Full,0.05,1.0,960.0,2.6186546679378075e-07,0.2835194021900598,0.003915463486383688,1.7743523331207296e-07
Full,0.05,1.0,970.0,2.5343182526801103e-07,0.2830168821073388,0.003942236255942439,1.7873601588190119e-07
Full,0.05,1.0,980.0,2.454152119883963e-07,0.2825095526454575,0.003970309423085137,1.8012260541814938e-07
Full,0.05,1.0,990.0,2.377930898632077e-07,0.28199748852770495,0.003999658978437771,1.8158991913865251e-07
Full,0.05,1.0,1000.0,2.3054428387047254e-07,0.28148076628731544,0.0040302589719304815,1.8313321759454756e-07
Full,0.05,1.0,1010.0,2.2364856175094787e-07,0.28095943853940547,0.004062083380551696,1.8474815993512453e-07
Full,0.05,1.0,1020.0,2.1708680667735023e-07,0.28043354721657354,0.004095105744869242,1.864307494815722e-07
Full,0.05,1.0,1030.0,2.1084131994604096e-07,0.2799031542103567,0.004129297483662488,1.8817721216690446e-07
Full,0.05,1.0,1040.0,2.0489546370408658e-07,0.2793683217038021,0.0041646292551339855,1.8998403259950705e-07
Full,0.05,1.0,1050.0,1.9923359118936673e-07,0.2788291120837343,0.00420107115611397,1.9184793425562105e-07
